seq,word,hzctable,strokesnum,pinyins,strokes,strokesok,explanation
3665,芷,表3丙表1000字,7画,zhǐ,一 丨 丨 丨 一 丨 一,true(a7~e7),芷 (形声。从苃，止声。本义白芷，香草名，也叫辟芷。中医学上以根入药) 同本义 岸芷汀兰，郁郁青青。--范仲淹《岳阳楼记》又如芷若(香草名。即白芷与杜若)芷阳从郦山下，道芷阳间行。--《史记·项羽本纪》芷zhǐ
3666,芮,表3丙表1000字,7画,ruì,一 丨 丨 丨 𠃌 丿 丶,true(a7~e7),芮 (形声。从苃，内声。本义芮芮。草初生的样子)同本义 芮芮，草生貌。--《说文》小的 蕞芮于城隅者，百不处一。--《文选·潘岳·西征赋》柔软 不食谷食，不衣芮温。--《吕氏春秋·必已》陈奇猷校释此‘芮温’当从《释名》之义。‘不衣芮温’，谓不衣细软温暖之衣。芮 结在盾上的丝带 水湾之内。通沬 芮鞫之即。--《诗·大雅·公刘》又如芮鞫(指水湾。水湾之内称芮，水湾之外称鞫)古国名 芮ruì周代诸侯国名，在今陕西省大荔东南一带。
3673,芡,表3丙表1000字,7画,qiàn,一 丨 丨 丿 乛 丿 ㇏,true(a7~e7),芡〈名〉(形声。从苃，欠声。本义水生植物。又名鸡头)即芡实，俗称鸡头 芡，鸡头也。--《说文》按，花似鸡冠，实苞如鸡首，故名。生于池沼中的一种一年生大水草，体表有刺，叶圆而大，浮于水面，花茎伸长于水面上，顶生一花，紫色，浆果球形，果内胚乳白粉质，可食用。如芡珠(芡的子实)做菜时用芡粉或淀粉调成的汁 芡粉芡实芡qiàn⒈芡草，也叫'鸡头'。一年生水草，全株有刺。叶圆形，浮在水面。开紫花，果实外皮有刺。种子叫'芡实'或'鸡头米'，供食用，也可制淀粉或药用。⒉烹饪中，使用淀粉调成的浓汁加～。勾～适当。
3674,芟,表3丙表1000字,7画,shān,一 丨 丨 丿 ㇍ ㇇ ㇏,true(a7~e7),芟〈动〉(会意。从殳。殳，兵器。以殳除草。本义铲除杂草)同本义 芟，刈草也。--《说文》尝之日，涖卜来岁之芟。--《周礼·肆师》芟蕰崇之。--《左传·隐公六年》载芟载柞。--《诗·周颂·载芟》。注除草曰芟。又如芟夷(除草，割草);芟荑(同芟夷。刈除);芟柞(指耕作);芟翦(芟剪。剪除;修剪);芟藄(刈除);芟柞(割除草木);芟秽(割除杂草◇用以比喻除去祸害)斩杀;消灭;清除 芟野萯。--《淮南子·本经》。注杀也。今操芟夷大难，略已平矣。--《资治通鉴》又如芟shān割草。〈引〉除去～除。～掉。
3676,苎,表3丙表1000字,7画,zhù,一 丨 丨 丶 ㇀ 乛 一,true(a7~e7),苎 苎麻 即荆三棱苎 色白如苎麻的 危亭望极，草色天涯，以鬃侵半苎。--吴文英《莺啼序》苎（苧）zhù⒈⒉使用苎麻织成的布。
3677,苡,表3丙表1000字,7画,yǐ,一 丨 丨 𠄌 丶 丿 丶,true(a7~e7),见薏苡。如薏仁(薏苡之仁);薏米(苡仁)苡米见薏米苡yǐ
3685,邳,表3丙表1000字,7画,pī,一 丿 丨 丶 ㇀ ㇌ 丨,true(a7~e7),邳〈名〉古国名 邳，奚仲之后，汤左相仲虺所封，国在鲁薛县。--《说文》商有姺邳，盖仲虺之裔为乱者，国灭，武王复封其后于邳，为薛侯。--《左传·昭公元年》古州名 姓邳 〈形〉通丕。大 棂栏邳张。--何晏《景福殿赋》邳pī邳州，在江苏省。
3687,奁,表3丙表1000字,7画,lián,一 丿 ㇏ 一 丿 丶 ㇄,true(a7~e7),奁 古代盛梳妆用品的匣子 弹棋始自魏宫内用妆奁戏。--《世说新语·巧艺》凝走弄香奁，拔脱金屈戌。--李商隐《骄儿诗》又如妆奁(香奁。放梳妆用品的器具)泛指盛放器物的匣子 …并两部书，茶奁、茶杯而已。--《红楼梦》又如一奁饭(一盒饭);茶奁(茶壶)陪嫁的衣物等 奁资奁（妝、卾、卽）lián⒈〈古〉妇女梳妆用的镜匣和盛化妆品等的器皿。⒉精巧的匣子棋～。宝～。⒊旧时泛指嫁妆妆～。
3688,豕,表3丙表1000字,7画,shǐ,一 丿 ㇁ 丿 丿 丿 ㇏,true(a7~e7),豕shǐ猪～突（突冲撞）狼奔（〈喻〉坏人到处乱闯，任意破坏）。
3689,忒,表3丙表1000字,7画,tè、tuī,一 ㇀ ㇃ 丶 丶 ㇂ 丶,true(a7~e7),忒〈名〉(形声。从心，弋声。本义差误) 同本义(侧重不符合客观实际)忒，更也。--《说文》忒，差也。--《广雅》故日月不过，而四时不忒。--《易·豫》春秋匪解，享祀不忒。--《诗·鲁颂·閟宫》淑人君子，其仪不忒。--《诗·曹风·鸤鸠》忒，差也。--《广雅·释诂四》昊天不忒。--《诗·大雅·抑》常德不忒。--《老子》第二十八章又如差忒(差错)忒 〈副〉太，过于 忒tè⒈差错不～。差～。⒉见tuif。忒tuī⒈〈方〉太天～热。他～性急。
3691,轫,表3丙表1000字,7画,rèn,一 𠃋 丨 ㇀ 𠃌 丿 ㇀,true(a7~e7),轫 (形声。从车，刃声。本义支住车轮使其不能转动的木头)同本义 轫，碍车也。--《说文》车不发轫。--《淮南子·兵略》。注车下支。朝发轫于苍梧兮，夕吾至乎县圃。--《楚辞·离骚》通仞。古时的一种长度单位 掘井九轫而不及泉。--《孟子》车轮 水渐轫以凝冱。--《文选》。李善注引颜延年《篡要解》曰车轮谓之轫。轫 柔弱;懒散 通韧。柔软而坚固 轫rèn支住车轮不使旋转的木头发～（把轫抽出，开动车子。〈喻〉出发或事业的开始）。
3692,迓,表3丙表1000字,7画,yà,一 𠃋 亅 丿 丶 ㇋ ㇏,true(a7~e7),迓 (形声。从言，牙声。本义迎接)同讶。同本义 迓，迎也。古本皆作讶。--《尔雅》子迓续乃命于天。--《书·盘庚》弗迓克奔。--《书·牧誓》迓晋侯于新宫。--《左传·成公十三年》又如有失迎迓溜走 何曾敢与他和尚争锋，望着直南下便迓。--金·董解元《西厢记诸宫调》迓yà迎接迎～。～于门。
3696,邺,表3丙表1000字,7画,yè,丨 丨 丶 丿 ㇀ ㇌ 丨,true(a7~e7),邺 (形声。从邑，业声。本义邺城) 同本义 的首都。隋复为邺县，宋废。故址在今河北省监漳县西，河南什阳市北邺（鄴）yè〈古〉都邑名。在今河北省临漳和河南什阳等境内。
3707,虬,表3丙表1000字,7画,qiú,丨 𠃍 一 丨 一 丶 乚,true(a7~e7),虬 古代传说中的有角的龙 蚢，龙子有角者。从虫，按，俗字作虬。有鳞曰蛟龙，有翼曰应龙，有角曰蚢龙，无角曰螭龙。--《广雅·释鱼》。按，龙雄有角，雌无角，龙子一角者蛟，两角者蚢，无角者螭也。母龙曰蛟，子曰蚢，其状鱼身如蛇尾，皮有珠。--《抱朴子》驾青虬兮骖白螭。--屈原《涉江》又如虬立(如虬龙般耸立。形容恣态骁勇矫健);虬虎(龙和虎。比喻英雄豪士);虬柱(雕绘虬龙的柱子);虬龙片甲(虬龙是罕见的动物，虽是一片鳞甲，也很难得。比喻贵重的物品)虬〈形〉盘曲，卷曲的样子 弓虬（蚢）qiú⒈〈古〉传说中的一种龙～龙。⒉像虬龙那样盘曲的～蟠。～髯。～枝。
3710,吣,表3丙表1000字,7画,qìn,丨 𠃍 一 ㇀ ㇃ 丶 丶,true(a7~e7),吣 吐酒犹如猫狗吣，好土空把堑坑填。--蒲松龄《日用俗字》再灌丧了黄汤，还不知吣出些什么新样儿的来呢!--《红楼梦》又如满嘴胡吣吣（吢、唚）qìn狗、猫等呕吐。吣qīn 1.亲吻。
3716,岑,表3丙表1000字,7画,cén,丨 ㇄ 丨 丿 ㇏ 丶 ㇇,true(a7~e7),岑 (形声。从山，今声。本义小而高的山)同本义 岑，山小而高也。--《说文》可使高于岑楼。--《孟子》。注岑楼，山之锐岭者。按，谓山之层叠似楼也。未始离于岑。--《庄子·徐无鬼》。注岸也。饮青岑之王醴兮。--张衡《思玄赋》托九成之孤岑兮。--马融《长笛赋》又如岑嶅(多小石的山);岑立(如山耸立)古国名 岑，国名。…今梁国有岑亭。--《正字通》姓岑 高 古观岑且寂，幽人情自怡。--皮日休《三宿神景宫》又如岑楼(高楼);岑锐(山高锐的样岑 cén①小而高的山。②姓。【岑寂】寂静；寂寞。【岑参】（约714-770）唐代诗人。南阳（今属河南）人。长于七言歌行，所写诗多以边塞为题材。著有《岑嘉州集》。代表作有《白雪歌送武判官归京》、《逢入京使》等。
3722,钋,表3丙表1000字,7画,pō,丿 一 一 一 𠄌 丨 丶,true(a7~e7),钋 化学性质类似于碲和铋的一种放射性金属元素。它存在于沥青铀矿及其他含铀矿物中，也存在于镭-铅废渣中及废氡管内，而在核反应堆中用中子轰击铋则可以生产大量的钋钋pō化学元素之一，具有放射性。符号po。在铀矿中有微量存在。可人工合成。钋和铍混合可作为中子源。钋pò 1.金矿。 2.为人名用字。明有朱征钋。见《明史．韩王松传》。
3725,氙,表3丙表1000字,7画,xiān,丿 一 一 ⺄ 丨 ㇄ 丨,true(a7~e7),氙 一种重的、无色惰性气体元素，存在于空气中，其量按体积计约占二千万分之一，也存在于温泉的气体中，从液态空气中与氪一起被分离得到，用于闸流管和特殊电灯中 ╠元素符号xe氙xiān化学元素之一。符号xe。通常为气体，无色无味，化学性质稳定，能吸入x射线。空气中含量极少。将氙装入真空管内通电，能发蓝光。
3726,氚,表3丙表1000字,7画,chuān,丿 一 一 ⺄ 丿 丨 丨,true(a7~e7),氚〈名〉氢的放射性同位素，原子量为普通氢的三倍，半衰期12.5年，蜕变时放出β射线后形成质量数为三的氦。用中子轰击锂可产生氚 氚chuān氢的同位素之一，即'超重氢'。符号t，质量数3。具有放射性。自然界中存在极微，从核反应制得。主要用于热核反应。
3733,佟,表3丙表1000字,7画,tóng,丿 丨 丿 ㇇ ㇏ 丶 丶,true(a7~e7),佟〈名〉姓佟，姓也。《北燕录》有辽东佟万，以文章知名。--《广韵》佟tóng姓。
3734,佗,表3丙表1000字,7画,tuó,丿 丨 丶 ㇀ 乛 丿 乚,true(a7~e7),佗〈动〉通拕。拖 因以醮酒佗发，求之三宿而得。--《史记·龜策列传》又如佗发(披发)佗 〈代〉表示远指，别的，其他的 制，岩邑也，虢叔死焉，佗邑唯命。--《左传·隐公元年》此无佗故也。--《大戴礼·礼察》佗日指动，必食异物。--《史记·郑世家》又如佗人(别人);佗日(他日;往日;将来的某一天);佗方(他方;他乡);佗生(他生，来生);佗年(他年，将来);佗志(异心);佗故(他故，别的原因)表示第三人称 佗 〈动〉(形声。从人，它声。本义负荷) 同驮。负有重担或负佗tuó⒈加。⒉负荷。⒊佗tuō 1.别的，其他的。 2.别的人或事物。 3.指自己和对方以外的人。 4.通'拕'。拖。参见'佗发'。 5.姓『有佗羽。见《汉书．游侠传》。佗tā 1.别的，其他的。 2.别的人或事物。 3.指自己和对方以外的人。 4.通'拕'。拖。参见'佗发'。 5.姓『有佗羽。见《汉书．游侠传》。佗tuò 1.加;施及。佗yí 1.逶迤。
3737,佘,表3丙表1000字,7画,shé,丿 ㇏ 一 一 亅 丿 丶,true(a7~e7),姓佘shé姓。
3738,佥,表3丙表1000字,7画,qiān,丿 ㇏ 一 丶 丶 丿 一,true(a7~e7),佥 (会意。从亼，从吅，从从。亼，集合。吅、从，都表示人多。本义皆，咸) 同本义 佥，皆也。--《说文》佥曰于，鲧哉!--《书·尧典》又如佥言(皆云;都说)佥 众人;大家 佥莈何忧。--《楚辞·天问》。注众也。佥，夥也。--《方言十二》又如佥言(众人的意见);佥望(众望);佥谋(众人筹划);佥议(众人公开评议)佥 连枷，打谷的农具 《方言》佥郭璞注今连枷，所以打谷者。佥 用同签。签署 汝等各自佥名，共成此事。--《三国演义》又如佥押(在佥（僱）qiān⒈都，皆～同。⒉众，大家以副～望（副符合）。
3740,豸,表3丙表1000字,7画,zhài、zhì,丿 丶 丶 丿 ㇁ 丿 丿,true(a7~e7),豸 本指长脊兽，如猫、虎之类。引申为无脚的虫，体多长，如蚯蚓之类 有足谓之虫，无足谓之豸。--《尔雅》又如豸豸(兽背隆长的样子)豸 通解。解决 使子逞其志，庶有豸乎。--《左传》豸 zhì⒈〈古〉指没有脚的虫子有足谓之虫，无足谓之～。⒉
3744,奂,表3丙表1000字,7画,huàn,丿 ㇇ 丨 𠃍 一 丿 ㇏,true(a7~e7),奂 互易◇作换 奂，取奂也。--《说文》呼唤◇作唤 唤，呼也。古通作奂--《说文新附》奂 盛大;众多 奂，众多也。--《玉篇》可以知古，可以察今，奂然而与民壹始。--《大戴礼记·四代》奂，盛也。--《汉书·韦元成传》注又如奂然(盛大的样子);奂衍(众多散布的样子);奂烂(繁盛的样子)文彩鲜明的◇作焕 美哉奂焉。--《礼记·檀弓》又如奂奂(文彩灿烂的样子);奂若(色彩鲜明的样子)悠闲的，涣散的◇作涣 伴奂尔游矣奂（妀）huàn⒈众多，盛大美哉～焉。⒉
3754,饬,表3丙表1000字,7画,chì,丿 乛 𠄌 丿 一 𠃌 丿,true(a7~e7),饬 (形声。从人，从力，食声。本义修整，整治)同本义 饬，致坚也。--《说文》周军饬垒。--《国语·吴语》。注治也。饬曲岸之际。--《淮南子·本纪》戎车既饬。--《诗·小雅·六月》又如整饬;饬装(整备行装);饬兵(整顿军队)命令 告诫。通敕信饬百官，众功皆兴。--《史记·五帝本纪》修德束躬，以自申饬，所以检其邪心，守其正意也。--《说苑·修文》双饬众官，各慎其职。--《汉书·五行志上》饬chì⒈整顿，整治整～。～武备。⒉谨慎谨～。⒊通'敕'。命令，告诫～令。～知。申～。饬shì 1.装饰；修饰。 2.巧饰；巧伪。
3758,疔,表3丙表1000字,7画,dīng,丶 一 丿 丶 ㇀ 一 亅,true(a7~e7),疔 病名，即疔疮 疔疮疔毒疔 dīng小毒疮～疮。
3761,闱,表3丙表1000字,7画,wéi,丶 丨 𠃌 一 一 𠃌 丨,true(a7~e7),闱 (形声。从门，韦声。本义古代宫室、宗庙的旁侧小门)同本义 闱，宫中之门也。--《说文》使其属守王闱。--《周礼·保氏》闱门，如今东西掖门。--《仪礼·士虞礼记》注又如闱闼(宫中小门);闱门(古代宫室、宗庙的旁侧小门)后妃居处 后正位宫闱，同体天王。--《后汉书》父母居室 眷恋庭闱。--晋·束晳《补亡诗》妇女居室 科举时代对考场、试院的称谓 闱（闈）wéi〈古〉⒈宫中的小门。又指庙门～门。⒉科举时代指考场入～。⒊⒋
3762,闳,表3丙表1000字,7画,hóng,丶 丨 𠃌 一 丿 𠃋 丶,true(a7~e7),闳 (形声。从门，厷声。本义巷门)同本义 闳，巷门也。--《说文》入于闳。--《左传·成公十七年》及闳中。--《左传·昭公二十年》。注曲门中。又如闳门(皇门。古代天子、诸侯等宫殿的左门)门 姓。如闳天(周文王四友之一。纣囚文王于羡里，闳天求得美女和名马献给纣，纣很高兴，便释放文王◇来辅佐武王灭纣)闳 通宏。大，宏大 其器圆以闳。--《礼记·月令》其语闳大不经，必先验小物。--《史记·孟子荀卿列传》闳言崇议。--《汉书·闳hóng①〈形〉宏大，宽广'～大广 博。' │ ～达。②〈名〉姓。
3763,闵,表3丙表1000字,7画,mǐn,丶 丨 𠃌 丶 一 丿 丶,true(a7~e7),闵 (形声。从门，文声。本义吊唁)同本义 闵，吊者在门也。--《说文》同悯。怜恤，哀怜 闵予小子，遭家不造。--《诗·周颂·闵予小子》又如闵察(怜悯审察);闵悼(怜恤哀悼);闵悔(怜恤而痛悔);闵笑(怜悯嘲笑)勉。黾勉 予惟用闵于天越民。--《书·君奭》又如闵免(勤免不息。同黾勉。也作闵勉)忧虑 宋人有闵其苗之不长而揠之者。--《孟子·公孙丑上》闵闵焉如农夫之望岁。--《左传·昭公三十二年》又如闵凶(忧伤的事闵mǐn⒈忧患，凶丧～凶。⒉忧虑，担心～人才之少（少缺少）。⒊（又写作'悯'）哀怜。闵mín 1.见'闵天'。
3765,炀,表3丙表1000字,7画,yáng,㇀ 丿 丿 丶 𠄎 丿 丿,true(a7~e7),炀 熔炼金属 以一铁范…密布字印…持就火炀之。--宋·沈括《梦溪笔谈·活板》炀 (形声。从火，? 同本义 古者民不知衣服，夏多积薪，冬则炀之。--《庄子》向火(取暖);烤火 炀，炙燥也。--《说文》冬则羊裘解札，短褐不掩形而炀灶口。--《淮南子》若灶则不然，前之人炀，则后之人无从见也。--《战国策》炊 遮蔽，蒙蔽，挡住 炀 炽热 观天火之炎炀兮，听炀（煬）yáng⒈也作'烊'。熔化金属。⒉火旺。炀yàng 1.烘烤;烘干。 2.向火(取暖);烤火。 3.炊。参见'炀者'。 4.遮蔽，蒙蔽;挡住。 5.焚烧。 6.炽热。 7.照耀。
3767,沅,表3丙表1000字,7画,yuán,丶 丶 ㇀ 一 一 丿 乚,true(a7~e7),沅〈名〉水名 沅yuán沅江，源出贵州省云雾山，流经湖南省注入洞庭湖。
3770,沌,表3丙表1000字,7画,dùn、zhuàn,丶 丶 ㇀ 一 ㇄ 丨 乚,true(a7~e7),沌 愚昧无知 沌 水名 沌，水名，在江夏。--《广韵》沌dùn'混沌'①旧称世界没有开辟以前的情形。②糊涂，不清楚。沌tún 1.见'沌沌'。沌zhuàn 1.水名。在湖北省。
